Path: /HepData/3087/d1-x1-y1
The measured photon asymmetry (A1+ETA*A2) for the Q**2 region 0.15 to 0.22 GeV**2 obtained with a beam energy of 2.6 GeV.
Location: F 1
Q**2 IN GEV**2 : 0.15 TO 0.22
RE : E- P --> E- X
PLAB : 2.6 GeV
x: W(P=4) IN GEV
y: (A1+ETA*A2)
x	xlow	xhigh	y	dy+	dy-	dy+	dy-	
0.1403	0.1403	0.1403	0.11844	+0.02	-0.02	+0.02262	-0.02262
0.14814	0.14814	0.14814	0.11965	+0.0200	-0.0200	+0.02584	-0.02584
0.15669	0.15669	0.15669	0.13486	+0.02313	-0.02313	+0.02437	-0.02437
0.16606	0.16606	0.16606	0.11546	+0.02246	-0.02246	+0.02461	-0.02461
0.17634	0.17634	0.17634	0.08631	+0.01	-0.01	+0.01787	-0.01787
0.18769	0.18769	0.18769	0.14974	+0.017	-0.017	+0.032	-0.032
0.20025	0.20025	0.20025	0.20873	+0.021	-0.021	+0.02	-0.02
0.21421	0.21421	0.21421	0.21443	+0.02264	-0.02264	+0.0423	-0.0423
0.22982	0.22982	0.22982	0.11629	+0.01	-0.01	+0.02357	-0.02357
0.24735	0.24735	0.24735	0.05445	+0.0157	-0.0157	+0.018	-0.018
0.26717	0.26717	0.26717	0.06782	+0.0142	-0.0142	+0.01151	-0.01151
0.28972	0.28972	0.28972	0.03111	+0.01536	-0.01536	+0.01	-0.01
0.31558	0.31558	0.31558	-0.02245	+0.01672	-0.01672	+0.0186	-0.0186
0.34547	0.34547	0.34547	-0.0821	+0.01814	-0.01814	+0.02614	-0.02614
0.38037	0.38037	0.38037	-0.15096	+0.02	-0.02	+0.0386	-0.0386
0.42159	0.42159	0.42159	-0.10246	+0.014	-0.014	+0.0221	-0.0221
0.47092	0.47092	0.47092	-0.01806	+0.00625	-0.00625	+0.00666	-0.00666
0.5309	0.5309	0.5309	-0.00363	+9.4E-4	-9.4E-4	+0.0021	-0.0021

Path: /HepData/3087/d5-x1-y1
The polarized structure function G1 as a function of Bjorken X for the Q**2range 0.50 to 0.74 GeV.
Location: F 2
PLAB IN GEV : 2.6 + 4.3
Q**2 IN GEV**2 : 0.50 TO 0.74
RE : E- P --> E- X
x: X
y: G1
x	xlow	xhigh	y	dy+	dy-	dy+	dy-	
0.10133	0.10133	0.10133	0.22295	+0.07427	-0.07427	+0.025	-0.025
0.10481	0.10481	0.10481	0.20843	+0.05516	-0.05516	+0.02125	-0.02125
0.10847	0.10847	0.10847	0.24042	+0.05776	-0.05776	+0.01	-0.01
0.11234	0.11234	0.11234	0.14213	+0.0600	-0.0600	+0.01351	-0.01351
0.11642	0.11642	0.11642	0.20005	+0.05671	-0.05671	+0.0135	-0.0135
0.12072	0.12072	0.12072	0.16984	+0.05557	-0.05557	+0.012	-0.012
0.12528	0.12528	0.12528	0.26359	+0.05572	-0.05572	+0.01548	-0.01548
0.1301	0.1301	0.1301	0.2871	+0.05	-0.05	+0.01717	-0.01717
0.13522	0.13522	0.13522	0.17849	+0.05735	-0.05735	+0.01222	-0.01222
0.14064	0.14064	0.14064	0.10471	+0.06114	-0.06114	+0.01333	-0.01333
0.14641	0.14641	0.14641	0.25617	+0.05	-0.05	+0.01424	-0.01424
0.15255	0.15255	0.15255	0.11115	+0.05518	-0.05518	+0.0113	-0.0113
0.15909	0.15909	0.15909	0.14634	+0.04	-0.04	+0.014	-0.014
0.16607	0.16607	0.16607	0.08659	+0.017	-0.017	+0.03	-0.03
0.17354	0.17354	0.17354	0.08187	+0.01762	-0.01762	+0.02774	-0.02774
0.18153	0.18153	0.18153	0.0883	+0.01783	-0.01783	+0.03567	-0.03567
0.1901	0.1901	0.1901	0.12444	+0.01732	-0.01732	+0.03	-0.03
0.19931	0.19931	0.19931	0.11461	+0.01716	-0.01716	+0.03672	-0.03672
0.20923	0.20923	0.20923	0.12332	+0.0163	-0.0163	+0.0330	-0.0330
0.21993	0.21993	0.21993	0.1649	+0.01674	-0.01674	+0.026	-0.026
0.2315	0.2315	0.2315	0.1602	+0.01	-0.01	+0.03	-0.03
0.24404	0.24404	0.24404	0.14238	+0.01833	-0.01833	+0.02	-0.02
0.25767	0.25767	0.25767	0.13145	+0.01771	-0.01771	+0.03	-0.03
0.27251	0.27251	0.27251	0.14825	+0.01678	-0.01678	+0.02432	-0.02432
0.28873	0.28873	0.28873	0.18292	+0.01724	-0.01724	+0.02463	-0.02463
0.3065	0.3065	0.3065	0.21533	+0.01878	-0.01878	+0.03686	-0.03686
0.32604	0.32604	0.32604	0.13021	+0.0155	-0.0155	+0.01665	-0.01665
0.3476	0.3476	0.3476	0.05848	+0.01352	-0.01352	+0.0131	-0.0131
0.37149	0.37149	0.37149	0.05851	+0.01156	-0.01156	+0.01345	-0.01345
0.39806	0.39806	0.39806	0.04062	+0.01152	-0.01152	+0.00675	-0.00675
0.42776	0.42776	0.42776	0.00455	+0.01311	-0.01311	+0.00622	-0.00622
0.46112	0.46112	0.46112	-0.0595	+0.01466	-0.01466	+0.01462	-0.01462
0.4988	0.4988	0.4988	-0.11471	+0.0154	-0.0154	+0.03343	-0.03343
0.54163	0.54163	0.54163	-0.02897	+0.01	-0.01	+0.00632	-0.00632
0.59067	0.59067	0.59067	-0.01068	+0.0053	-0.0053	+0.00432	-0.00432
0.64724	0.64724	0.64724	-0.00309	+8.1E-4	-8.1E-4	+0.00221	-0.00221

Path: /HepData/3087/d6-x1-y1
The polarized structure function G1 as a function of Bjorken X for the Q**2range 0.74 to 1.10 GeV.
Location: F 2
PLAB IN GEV : 2.6 + 4.3
Q**2 IN GEV**2 : 0.74 TO 1.10
RE : E- P --> E- X
x: X
y: G1
x	xlow	xhigh	y	dy+	dy-	dy+	dy-	
0.15953	0.15953	0.15953	0.24296	+0.04376	-0.04376	+0.02	-0.02
0.16501	0.16501	0.16501	0.14236	+0.0393	-0.0393	+0.01131	-0.01131
0.17076	0.17076	0.17076	0.19332	+0.04246	-0.04246	+0.01162	-0.01162
0.17683	0.17683	0.17683	0.19523	+0.04378	-0.04378	+0.011	-0.011
0.18322	0.18322	0.18322	0.18535	+0.0414	-0.0414	+0.00	-0.00
0.18997	0.18997	0.18997	0.20069	+0.0396	-0.0396	+0.00	-0.00
0.19709	0.19709	0.19709	0.20718	+0.042	-0.042	+0.00	-0.00
0.20462	0.20462	0.20462	0.21316	+0.038	-0.038	+0.01	-0.01
0.2126	0.2126	0.2126	0.14969	+0.0411	-0.0411	+0.00843	-0.00843
0.22104	0.22104	0.22104	0.17838	+0.03	-0.03	+0.006	-0.006
0.23	0.23	0.23	0.17269	+0.03	-0.03	+0.0127	-0.0127
0.23951	0.23951	0.23951	0.14613	+0.02768	-0.02768	+0.01482	-0.01482
0.24962	0.24962	0.24962	0.11103	+0.02	-0.02	+0.0274	-0.0274
0.26038	0.26038	0.26038	0.11842	+0.02186	-0.02186	+0.020	-0.020
0.27186	0.27186	0.27186	0.1563	+0.017	-0.017	+0.0215	-0.0215
0.2841	0.2841	0.2841	0.15773	+0.01587	-0.01587	+0.021	-0.021
0.29719	0.29719	0.29719	0.17503	+0.01534	-0.01534	+0.01413	-0.01413
0.31121	0.31121	0.31121	0.20365	+0.01684	-0.01684	+0.02433	-0.02433
0.32623	0.32623	0.32623	0.12529	+0.01486	-0.01486	+0.028	-0.028
0.34237	0.34237	0.34237	0.14153	+0.013	-0.013	+0.020	-0.020
0.35973	0.35973	0.35973	0.13605	+0.01161	-0.01161	+0.02	-0.02
0.37844	0.37844	0.37844	0.15996	+0.01265	-0.01265	+0.026	-0.026
0.39864	0.39864	0.39864	0.18703	+0.01453	-0.01453	+0.02183	-0.02183
0.42049	0.42049	0.42049	0.10959	+0.01142	-0.01142	+0.01266	-0.01266
0.44418	0.44418	0.44418	0.0598	+0.00	-0.00	+0.0052	-0.0052
0.46992	0.46992	0.46992	0.02789	+0.00886	-0.00886	+0.0056	-0.0056
0.49796	0.49796	0.49796	0.04361	+0.008	-0.008	+0.00	-0.00
0.52856	0.52856	0.52856	0.00584	+0.0088	-0.0088	+0.00343	-0.00343
0.56206	0.56206	0.56206	-0.011	+0.00	-0.00	+0.01177	-0.01177
0.59883	0.59883	0.59883	-0.05825	+0.01	-0.01	+0.01146	-0.01146
0.6393	0.6393	0.6393	-0.03624	+0.007	-0.007	+0.0086	-0.0086
0.68398	0.68398	0.68398	-0.0076	+0.00431	-0.00431	+0.00262	-0.00262
0.73347	0.73347	0.73347	2.9E-4	+7.9E-4	-7.9E-4	+9.6E-4	-9.6E-4

Path: /HepData/3087/d7-x1-y1
The polarized structure function G1 as a function of Bjorken X for the Q**2range 1.10 to 1.64 GeV.
Location: F 2
PLAB IN GEV : 2.6 + 4.3
Q**2 IN GEV**2 : 1.10 TO 1.64
RE : E- P --> E- X
x: X
y: G1
x	xlow	xhigh	y	dy+	dy-	dy+	dy-	
0.24415	0.24415	0.24415	0.27747	+0.0512	-0.0512	+0.01	-0.01
0.25223	0.25223	0.25223	0.22632	+0.04885	-0.04885	+0.0123	-0.0123
0.26071	0.26071	0.26071	0.15845	+0.02	-0.02	+0.008	-0.008
0.2696	0.2696	0.2696	0.14469	+0.03	-0.03	+0.008	-0.008
0.27894	0.27894	0.27894	0.15405	+0.03143	-0.03143	+0.00828	-0.00828
0.28876	0.28876	0.28876	0.17635	+0.0300	-0.0300	+0.00832	-0.00832
0.29908	0.29908	0.29908	0.16923	+0.03157	-0.03157	+0.0071	-0.0071
0.30994	0.30994	0.30994	0.09843	+0.02	-0.02	+0.00	-0.00
0.32138	0.32138	0.32138	0.14626	+0.03	-0.03	+0.01	-0.01
0.33343	0.33343	0.33343	0.06222	+0.028	-0.028	+0.0093	-0.0093
0.34614	0.34614	0.34614	0.13652	+0.02	-0.02	+0.0108	-0.0108
0.35956	0.35956	0.35956	0.10948	+0.02756	-0.02756	+0.00	-0.00
0.37373	0.37373	0.37373	0.17366	+0.02733	-0.02733	+0.01235	-0.01235
0.3887	0.3887	0.3887	0.13092	+0.02	-0.02	+0.01367	-0.01367
0.40455	0.40455	0.40455	0.14615	+0.0183	-0.0183	+0.00	-0.00
0.42132	0.42132	0.42132	0.12927	+0.01	-0.01	+0.01782	-0.01782
0.4391	0.4391	0.4391	0.11869	+0.01487	-0.01487	+0.02258	-0.02258
0.45795	0.45795	0.45795	0.13827	+0.01425	-0.01425	+0.01736	-0.01736
0.47795	0.47795	0.47795	0.1209	+0.012	-0.012	+0.01816	-0.01816
0.49919	0.49919	0.49919	0.12138	+0.01251	-0.01251	+0.01471	-0.01471
0.52178	0.52178	0.52178	0.06873	+0.01	-0.01	+0.00565	-0.00565
0.5458	0.5458	0.5458	0.05058	+0.01	-0.01	+0.01114	-0.01114
0.57138	0.57138	0.57138	0.03271	+0.00657	-0.00657	+0.00711	-0.00711
0.59863	0.59863	0.59863	0.03568	+0.00754	-0.00754	+0.00473	-0.00473
0.62769	0.62769	0.62769	0.0253	+0.00712	-0.00712	+0.00881	-0.00881
0.65869	0.65869	0.65869	-0.0045	+0.00726	-0.00726	+0.00185	-0.00185
0.69179	0.69179	0.69179	-0.03251	+0.008	-0.008	+0.00655	-0.00655
0.72716	0.72716	0.72716	-0.00508	+0.006	-0.006	+0.001	-0.001
0.76495	0.76495	0.76495	9.0E-5	+0.00336	-0.00336	+9.1E-4	-9.1E-4
0.80538	0.80538	0.80538	-0.00112	+7.1E-4	-7.1E-4	+8.4E-4	-8.4E-4

Path: /HepData/3087/d8-x1-y1
The first moment of the spin structure function G1 obtained (a) by integrating over the present measurements (MEAS) and (b) by using the inclusive scattering model to extend down to X = 10**-5(FULL).
Location: F 3
PLAB IN GEV : 2.6 + 4.3
Q**2 IN GEV**2 : 1.10 TO 1.64
RE : E- P --> E- X
x: Q**2 IN GEV**2
x2: W(C=LIMIT) IN GEV
y: INT(G1)(C=MEAS)
x	xlow	xhigh	x2	y	dy+	dy-	dy+	dy-	
0.16612	0.15	0.18	2.0	-0.01883	+0.00563	-0.00563	+0.00628	-0.00628
0.20024	0.18	0.22	2.0	-0.02212	+0.005	-0.005	+0.00741	-0.00741
0.24535	0.22	0.27	2.1	-0.00759	+0.00444	-0.00444	+0.00665	-0.00665
0.29923	0.27	0.33	2.1	-0.01206	+0.00383	-0.00383	+0.0068	-0.0068
0.37027	0.33	0.41	2.6	0.00784	+0.002	-0.002	+0.00613	-0.00613
0.47042	0.41	0.5	2.6	0.02174	+0.0028	-0.0028	+0.0067	-0.0067
0.54873	0.5	0.6	2.5	0.02787	+0.00273	-0.00273	+0.00566	-0.00566
0.66412	0.6	0.74	2.5	0.0349	+0.0023	-0.0023	+0.00536	-0.00536
0.81167	0.74	0.9	2.4	0.04119	+0.00223	-0.00223	+0.00557	-0.00557
0.98643	0.9	1.1	2.4	0.04629	+0.0022	-0.0022	+0.00436	-0.00436
1.20255	1.1	1.35	2.3	0.04297	+0.00224	-0.00224	+0.0036	-0.0036

Path: /HepData/3087/d8-x1-y2
The first moment of the spin structure function G1 obtained (a) by integrating over the present measurements (MEAS) and (b) by using the inclusive scattering model to extend down to X = 10**-5(FULL).
Location: F 3
PLAB IN GEV : 2.6 + 4.3
Q**2 IN GEV**2 : 1.10 TO 1.64
RE : E- P --> E- X
x: Q**2 IN GEV**2
x2: W(C=LIMIT) IN GEV
y: INT(G1)(C=FULL)
x	xlow	xhigh	x2	y	dy+	dy-	dy+	dy-	
0.16612	0.15	0.18	2.0	0.00275	+0.0160	-0.0160	+0.00465	-0.00465
0.20024	0.18	0.22	2.0	0.00405	+0.018	-0.018	+0.0051	-0.0051
0.24535	0.22	0.27	2.1	0.00554	+0.002	-0.002	+0.00526	-0.00526
0.29923	0.27	0.33	2.1	0.00826	+0.0038	-0.0038	+0.00557	-0.00557
0.37027	0.33	0.41	2.6	0.00795	+0.0158	-0.0158	+0.00448	-0.00448
0.47042	0.41	0.5	2.6	0.01205	+0.03378	-0.03378	+0.0044	-0.0044
0.54873	0.5	0.6	2.5	0.01637	+0.04423	-0.04423	+0.0046	-0.0046
0.66412	0.6	0.74	2.5	0.02142	+0.05632	-0.05632	+0.0044	-0.0044
0.81167	0.74	0.9	2.4	0.0299	+0.071	-0.071	+0.0043	-0.0043
0.98643	0.9	1.1	2.4	0.03768	+0.083	-0.083	+0.004	-0.004
1.20255	1.1	1.35	2.3	0.04993	+0.092	-0.092	+0.003	-0.003

